date,code,g,F1,F2,limit,p1430,p1445,p1500,pc,pass
2024-08-12,300187,0.2004773105747344,False,True,True,5.03,5.03,5.03,4.190000057220459,False
2024-08-12,300854,0.18351329701883645,False,False,False,12.06,11.76,11.58,10.1899995803833,False
2024-08-12,300436,0.19977745263337776,False,True,False,21.56,21.56,21.56,17.969999313354492,False
2024-08-12,301288,0.20033393568190916,False,True,True,14.38,14.38,14.38,11.979999542236328,False
2024-08-13,300436,-0.025974001846660322,False,False,False,21.0,20.5,20.4,21.559999465942383,False
2024-08-13,300147,-0.02827518062061818,False,False,False,10.31,10.2,10.02,10.609999656677246,False
2024-08-13,000509,0.09937887221941555,False,True,False,3.54,3.54,3.54,3.2200000286102295,False
2024-08-13,002030,0.07912456872929252,False,False,False,6.41,6.33,6.33,5.940000057220459,False
2024-08-13,000566,0.1015872682363339,False,True,True,3.47,3.47,3.47,3.1500000953674316,False
2024-08-14,301288,0.19988410923339073,False,False,False,20.71,19.59,19.1,17.260000228881836,False
2024-08-14,300564,0.19980967891392543,False,True,False,12.61,12.61,11.66,10.510000228881836,False
2024-08-14,300622,0.20018286139092978,False,True,True,26.26,26.26,26.26,21.8799991607666,False
2024-08-14,300147,0.03992011217189129,False,True,False,10.42,10.41,10.68,10.020000457763672,False
2024-08-14,000509,-0.07344631769909105,False,False,False,3.28,3.25,3.24,3.5399999618530273,False
2024-08-15,300622,0.1607006753365079,False,True,False,30.48,31.51,31.51,26.260000228881836,False
2024-08-15,300147,-0.03558055190238374,False,True,False,10.3,10.39,10.55,10.680000305175781,False
2024-08-15,300584,0.19999997200222253,False,True,True,19.62,19.62,19.62,16.350000381469727,False
2024-08-15,300256,0.20141345995073245,False,True,True,3.4,3.4,3.4,2.8299999237060547,False
2024-08-15,300639,0.02737751314308179,True,False,False,7.13,7.04,6.95,6.940000057220459,False
2024-08-16,300256,0.11470585108628417,False,False,False,3.79,3.64,3.6,3.4000000953674316,False
2024-08-16,300622,0.19993651937024204,False,True,False,37.81,37.81,37.81,31.510000228881836,False
2024-08-16,300691,0.19999999999999996,False,True,True,18.9,18.9,18.9,15.75,False
2024-08-16,300050,0.19901714844596197,False,True,False,4.88,4.88,4.88,4.070000171661377,False
2024-08-16,300472,0.016207442863780397,True,True,False,6.27,6.41,6.53,6.170000076293945,True
2024-08-19,300050,0.1536884975350059,False,True,False,5.63,5.74,5.66,4.880000114440918,False
2024-08-19,300150,0.20069199793854575,False,True,True,3.47,3.47,3.47,2.890000104904175,False
2024-08-19,300622,-0.10076702551993033,False,False,False,34.0,33.83,33.62,37.810001373291016,False
2024-08-19,300184,0.19967264154278586,False,True,False,7.33,7.33,7.33,6.110000133514404,False
2024-08-19,300027,0.19902915951893152,False,True,False,2.47,2.47,2.47,2.059999942779541,False
2024-08-20,000062,0.10008626679380139,False,True,True,12.75,12.75,12.75,11.59000015258789,False
2024-08-20,300004,0.0662251161803682,False,False,False,4.83,4.79,4.84,4.53000020980835,False
2024-08-20,000908,0.04964541491893293,False,True,False,2.96,2.96,2.96,2.819999933242798,False
2024-08-20,300027,0.186234804073502,False,False,False,2.93,2.88,2.94,2.4700000286102295,False
2024-08-20,300622,-0.0990481569803573,False,False,False,30.29,29.8,30.43,33.619998931884766,False
2024-08-21,300718,0.15934426229508203,False,False,False,17.68,17.19,17.31,15.25,False
2024-08-21,000062,0.10039215686274505,False,True,True,14.03,14.03,14.03,12.75,False
2024-08-21,601921,0.10031351471149796,False,True,True,10.53,10.53,10.53,9.569999694824219,False
2024-08-21,300184,0.07581698005256188,False,True,False,8.23,8.25,8.33,7.650000095367432,False
2024-08-21,000755,0.07488987687308257,False,True,False,4.88,4.89,4.86,4.539999961853027,False
2024-08-22,000062,0.09978619341942951,False,True,False,15.43,15.43,15.43,14.029999732971191,False
2024-08-22,300050,0.12291662204596898,False,False,False,5.39,5.26,5.32,4.800000190734863,False
2024-08-22,300438,0.20010154185254603,False,True,True,23.63,23.63,23.63,19.690000534057617,False
2024-08-22,000678,0.030769187559644084,False,False,False,4.69,4.47,4.36,4.550000190734863,False
2024-08-22,000908,0.05144698080423726,False,True,False,3.27,3.27,3.27,3.109999895095825,False
2024-08-23,000062,0.09980555180596107,False,True,False,16.97,16.97,16.97,15.430000305175781,False
2024-08-23,301337,0.06944447277504806,False,False,False,30.8,30.55,29.77,28.799999237060547,False
2024-08-23,300184,0.1512385804651195,False,False,False,8.83,8.81,8.74,7.670000076293945,False
2024-08-23,000755,0.10093459906416902,False,True,True,5.89,5.89,5.89,5.349999904632568,False
2024-08-23,300147,0.027397294438938458,True,False,False,8.25,8.13,8.23,8.029999732971191,False
