code,date,score
605178,2025-10-29,17.18769115434882
000592,2025-10-29,14.352075375762618
600802,2025-10-29,13.810505543904291
002790,2025-10-29,13.22249509658218
605178,2025-10-30,19.14385180202653
000593,2025-10-30,14.616801501658848
002790,2025-10-30,14.178874379377008
301308,2025-10-30,14.079675768143108
300438,2025-10-30,13.452662437628229
605178,2025-10-31,22.21803482718785
002759,2025-10-31,15.625881287416906
603122,2025-10-31,15.46608118590144
002790,2025-10-31,15.110071520488988
001203,2025-10-31,15.096013861045929
300848,2025-11-03,21.018631281032945
603122,2025-11-03,18.45776485060136
000592,2025-11-03,17.289423846919995
301024,2025-11-03,16.913194686945072
